coreid,ac:accessURI,idigbio:dateModified,idigbio:dataQualityScore,idigbio:etag,idigbio:flags,dcterms:format,idigbio:hasSpecimen,ac:licenseLogoURL,idigbio:mediaType,dcterms:modified,idigbio:recordIds,idigbio:records,idigbio:recordsets,dcterms:rights,ac:tag,dc:type,idigbio:uuid,idigbio:version,xmpRights:WebStatement,exif:PixelXDimension,exif:PixelYDimension
cf5e8f92-3a07-4be4-aaa3-0dc8bec8e3a1,http://ipt.nature.ca/multimedia/Invertebrates/Crustacea/CMNC2009-0006_CR_Image2_2010-03-22.jpg,2018-03-02T09:09:12.823549+00:00,0.18181818181818182,92a71451552d228296ceb29c39d0bc174e599a3c,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,,images,,"[""ba4b4a05-f01f-4b16-b36a-83bf997a8722\\media\\http://ipt.nature.ca/multimedia/invertebrates/crustacea/cmnc2009-0006_cr_image2_2010-03-22.jpg""]","[""cf5e8f92-3a07-4be4-aaa3-0dc8bec8e3a1""]",ba4b4a05-f01f-4b16-b36a-83bf997a8722,,,,6d4a25c4-8042-4ede-96de-5f36e47785ee,,,,
cf5e8f92-3a07-4be4-aaa3-0dc8bec8e3a1,http://ipt.nature.ca/multimedia/Invertebrates/Crustacea/CMNC2009-0006_CR_Image1_2010-03-22.jpg,2018-03-02T09:09:12.823549+00:00,0.18181818181818182,32511f93a600a8ea95a7907eb5e55e5d5a2d461f,"[""dwc_basisofrecord_invalid""]",image/jpeg,true,,images,,"[""ba4b4a05-f01f-4b16-b36a-83bf997a8722\\media\\http://ipt.nature.ca/multimedia/invertebrates/crustacea/cmnc2009-0006_cr_image1_2010-03-22.jpg""]","[""cf5e8f92-3a07-4be4-aaa3-0dc8bec8e3a1""]",ba4b4a05-f01f-4b16-b36a-83bf997a8722,,,,5a1b7c76-0153-400c-ba38-3348411e807c,,,,
